Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality,Latitude,Longitude
36.9,84.6,8.0,23.5,36.2,20.6,2.29,5.9,745,33,2,6,,15.801500899675625,74.51292680382082
32.2,62.2,20.2,34.3,33.7,26.4,2.12,8.3,512,34,3,6,,19.398051417199493,78.17493040197677
24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,36,2,5,,17.12475224681515,75.00840434793861
22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,41,3,8,,18.551428812181776,73.96993667278328
31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732,34,5,9,,23.68487289878804,76.30203117086957
28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563,27,3,7,,18.6206642913005,79.75203865591415
35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,36,1,11,,21.23536889685736,79.0018156142349
25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,48,2,3,,23.88759685105161,81.27146273042295
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,28,1,3,,19.87610518779827,79.6811381818838
30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,20,2,7,,21.50997846863609,77.06278551652228
24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,41,1,8,,22.421183761153415,82.78084086487775
22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,28,2,8,,23.7817035751386,79.50678045335442
25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293,8,1,0,,22.00665054636093,75.15475984036355
31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560,38,3,1,,21.26482800731867,75.64187590231538
22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516,24,3,5,,20.094154378809094,77.95190241845974
18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266,29,3,0,,25.156241850485912,81.73450294885757
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,33,0,7,,24.908626654769122,79.56628531443154
22.4,62.0,6.5,11.1,24.2,3.4,1.02,10.1,265,31,0,5,,22.487718382831765,76.66619205989117
34.0,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,37,1,2,,24.306337413512715,77.97912151927969
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,25,1,3,,23.01009301446409,81.37565860255192
29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277,35,4,6,,24.170036337470165,78.2875033816668
25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,27,1,0,,20.596092888294326,74.13432882649322
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,37,2,3,,17.724550035310227,75.67730618704341
39.0,96.8,50.1,61.3,48.3,29.6,2.64,3.4,755,36,1,4,,23.019090760545996,75.57526455509094
35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,20,2,4,,25.165611227217745,78.5960264246944
37.8,84.0,14.8,21.3,27.1,19.9,1.8,4.0,688,40,0,4,,19.61966696812358,83.39424521320714
23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,24,4,11,,22.46273959532283,78.91593920555975
29.2,46.6,1.8,6.6,17.8,7.0,1.04,10.4,579,38,2,9,,22.015932849472776,80.41922971160051
25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489,33,0,3,,24.49012169026635,77.02776913875121
25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,48,2,1,,16.60769138268901,79.71397501630834
23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,27,3,4,,18.948833720384453,78.8001093641474
34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,26,2,10,,22.268804593050497,77.61919135578518
21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,29,2,0,,22.228221623009233,81.88843316150403
35.4,108.9,49.7,71.8,48.3,18.6,2.53,4.8,712,26,2,6,,21.450237308602404,81.26925489642406
28.2,74.4,3.0,9.7,15.6,3.1,1.01,13.2,419,37,0,4,,18.264963292510245,81.02404418325015
44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,13,0,10,,21.66830214623087,77.21398281855373
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,19,1,9,,25.334363380486963,82.35566566143478
40.9,85.1,12.6,47.9,32.6,26.5,2.03,3.9,783,19,3,0,,20.704515197097894,80.6595631924816
29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,39,4,10,,21.005324868551163,80.40652880508992
32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601,47,2,0,,20.016575519750656,79.62485572314769
21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233,28,2,8,,25.400881347802986,78.20171087349622
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,28,2,8,,15.798737178818023,80.66527285622891
32.7,86.0,7.5,17.3,31.0,15.3,1.3,5.8,683,30,0,12,,19.751212956678405,75.81551131988657
26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,41,0,6,,25.401318515620112,78.97453160926584
33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,20,0,3,,18.961634374114222,79.41409574889686
23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528,32,0,1,,23.307162406374914,82.06310579299723
29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,39,1,11,,19.84760849067453,74.4363241979491
30.4,98.7,21.6,29.6,35.1,12.7,2.13,4.0,625,35,2,12,,24.41013382627404,83.03819463001483
27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,31,3,4,,23.61874448943623,80.79823114833151
24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,40,6,6,,23.892133803696964,83.36748410656408
20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283,2,3,11,,22.486881729983843,79.20882964287135
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,36,2,9,,21.250674874615676,80.31935897591805
29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,23,2,5,,24.27050387973449,78.97805754986989
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,11,0,2,,16.664212156530855,77.98661941880016
40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444,35,1,2,,25.280463289972705,78.12422300650174
27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,43,2,9,,23.247950084691638,76.83161485658664
22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,28,1,4,,21.14405089463343,82.98481962738059
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,39,1,4,,16.15567459107536,82.84207512852197
32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,46,0,8,,25.38209342726278,75.2598497883551
28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550,43,0,6,,23.217905225229586,79.39455069880351
24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,46,3,7,,22.87918467559973,82.13103789080614
25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508,37,1,4,,20.65714600582499,78.41644201381268
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243,30,1,4,,20.8008702947603,83.08539961762312
25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,13,4,3,,21.138930466476452,77.38223641409061
24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,27,3,8,,20.624149388111768,74.98086019852042
44.1,72.6,66.5,86.1,33.2,-0.2,2.49,2.7,565,21,2,6,,24.75016992087434,80.47880970831432
33.6,68.8,19.1,42.3,55.8,9.4,2.42,4.4,663,51,5,7,,21.441503998150598,79.78534622117907
31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,28,2,1,,22.722507299673676,75.58084863641182
33.8,72.7,60.4,71.8,30.7,19.5,1.52,7.9,610,31,1,8,,22.555421156371956,79.18705111579717
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,35,4,7,,23.674271270113138,75.78881811749397
28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256,30,4,8,,17.147066035285615,76.43779351285671
25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,46,4,7,,15.572051289498809,80.39609511980635
33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403,23,3,7,,21.13765616475246,80.97824154312153
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,31,1,0,,25.371878955439637,78.38472181668212
29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,22,3,10,,25.35197381218257,82.28206990299309
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,16,0,0,,21.999091294234724,77.77479304160526
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,23,0,10,,24.324801403583525,77.98427271232495
38.6,76.2,26.0,48.7,32.8,3.5,2.12,3.7,612,29,4,5,,22.369126100582427,79.1087384604984
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,25,5,0,,25.076249519726872,78.75784406521655
34.0,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,23,2,5,,16.51349713016826,83.7207005233861
16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,15,1,0,,25.489279992962114,79.97661172944953
13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322,29,1,10,,17.64748763417031,78.55359024854987
24.6,53.5,0.1,4.1,15.0,6.2,1.09,11.8,380,14,1,3,,25.057328140714482,81.11663975756011
26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,37,3,1,,19.491587168494434,76.58014771492981
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,30,0,8,,17.88202969659873,79.29795277546683
26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,15,2,5,,17.563178295195776,83.53091007937121
25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324,26,0,8,,25.288565572991452,81.30255644318197
29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,22,2,5,,18.157809958223154,80.2447780745728
28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373,33,0,10,,24.217072879776552,83.18129490292876
21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,43,5,4,,20.770497732215254,81.37213001077306
30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,11,2,0,,25.009241503217623,83.09579365549371
31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,31,2,1,,23.681232694934508,75.79873510796644
42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651,28,7,7,,19.62045664386808,76.46266611834683
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,36,1,3,,22.724116502221676,74.32471314092619
23.0,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,32,3,11,,23.828763627745374,81.25639841536633
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,22,0,1,,22.125033815711912,74.49429938734981
21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,26,1,10,,24.316186952899344,77.0219989274151
29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,22,2,4,,23.7927212247262,81.57606504870583
35.8,71.8,42.3,53.4,29.8,13.3,2.32,4.0,485,40,1,11,,23.490826425837906,75.30522024363279
27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,30,2,8,,24.333300391438176,79.00828885448963
23.6,70.0,15.2,17.8,22.2,5.5,1.11,11.5,482,49,0,6,,21.912070244945372,82.1586975948578
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,29,1,8,,15.712436073809556,76.69137285843274
21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,22,0,10,,22.882321350810606,81.3955666624442
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,14,4,5,,20.371536995175564,80.37978346926631
40.6,81.7,52.6,76.5,39.3,14.8,1.74,6.0,755,11,2,0,,19.67086235434658,74.76652556977555
20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647,14,1,10,,18.54710704166455,77.2795383969567
38.5,65.0,82.1,96.8,35.9,25.9,1.85,4.0,611,32,0,4,,23.008588762795497,75.75378930751249
27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806,35,8,16,,20.71821112422311,79.64969240281714
26.6,92.9,31.8,51.9,35.0,10.2,1.42,6.1,526,14,1,3,,19.03495713931411,81.42509009397382
30.8,63.9,34.4,43.3,14.0,13.9,1.52,5.1,350,38,3,4,,16.44063192119666,79.79831475566226
40.0,52.7,1.0,12.1,34.3,5.3,1.25,6.2,355,25,2,8,,19.613373155280627,78.92026092876357
36.0,70.0,2.1,14.1,37.2,21.4,2.18,5.4,495,31,1,9,,16.743577620377202,81.54950739884629
22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294,46,1,7,,22.042325558324563,79.44731996304407
43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,38,4,3,,25.03776147257114,83.76543577291872
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,27,1,1,,21.66755910441088,75.40436848260184
37.8,77.0,7.7,30.7,56.4,16.6,3.09,2.6,674,21,1,3,,19.004404968514425,77.57088994397363
30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,8,2,0,,16.200962006087636,74.17259647524779
32.4,74.5,16.6,35.0,43.8,11.3,2.2,4.6,374,22,2,14,,25.37185988668977,83.72096622176548
28.6,73.0,1.2,2.9,15.3,5.3,0.9,12.7,522,27,0,1,,20.83510697197867,77.86991563114768
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,20,2,4,,19.048595643658075,76.562056107235
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,28,1,8,,20.84388455870344,75.78506714824394
30.4,80.0,16.0,29.5,32.8,2.5,1.66,5.2,459,30,3,6,,19.159420662266392,78.90870771276414
27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,27,1,3,,17.33650524776152,81.65826431641182
30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670,23,2,5,,20.36688996541878,73.93003123184397
31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,31,6,3,,21.86488228295118,83.76934491598355
29.5,76.7,71.4,79.9,31.9,12.4,1.27,7.0,550,34,3,4,,20.54901723571827,75.7748619939127
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,19,0,7,,19.529875954453807,76.35402222077256
42.0,86.2,2.0,8.8,33.7,22.3,1.7,7.4,538,44,2,1,,24.459845747105945,76.5974650030414
30.0,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,29,4,10,,23.160566667937907,78.60486995241155
31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347,30,0,6,,19.18998465251969,81.12490630427348
27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,37,3,3,,24.95091833843684,78.98804352136383
26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,32,2,4,,21.179992246038122,78.05005789131404
37.2,73.0,36.6,64.7,48.2,20.6,1.94,4.0,514,39,3,10,,25.16023334118048,78.68224618294363
42.2,79.3,44.7,65.4,29.9,21.2,2.26,2.9,523,32,2,9,,24.926918785075223,79.5620688500542
44.3,61.7,55.0,66.4,32.7,13.1,1.82,4.1,614,23,3,6,,24.386622481933504,77.6594056839747
27.1,58.3,4.7,17.0,29.4,7.5,1.07,5.0,349,33,1,3,,23.14039994175647,80.81813448598719
29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378,18,3,8,,25.48127604200048,82.47675409224529
34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,31,1,6,,17.318370453575447,75.62362068408147
38.3,107.8,39.3,60.8,32.3,29.0,2.61,6.8,462,29,5,12,,22.24859693166599,83.19219511898686
22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,27,0,5,,19.572057542147206,80.97166610478996
39.1,82.9,56.7,69.3,39.7,8.2,2.0,3.6,543,28,6,12,,23.449444963012674,80.94423158926705
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,11,3,6,,21.2606070388753,81.71295548647757
23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,24,2,1,,22.909288720402046,82.15764926689788
27.8,85.9,24.2,35.3,28.1,8.0,1.31,8.5,497,30,3,19,,20.22362599129272,76.0369145819531
35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,31,1,0,,19.46928870292956,82.85475737773967
56.0,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,19,3,0,,17.03789811968313,75.30506266304933
25.6,60.3,21.4,34.0,30.4,3.7,1.37,7.8,315,42,1,0,,20.18504811499082,75.15580587525172
33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,21,2,16,,22.49422501046827,81.0959890456551
20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444,39,2,14,,20.54761055617184,83.57637394061122
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,34,1,6,,21.867572596836542,77.63832014857846
28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563,23,2,7,,20.57099584342341,74.38979623826084
34.9,51.8,31.4,40.1,19.6,12.0,1.46,6.0,634,47,2,7,,20.621314003038016,74.89337754060907
31.0,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,18,2,0,,22.728544896642774,77.69654429267487
34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188,39,5,11,,18.814201710606195,83.69505624712708
51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,40,1,11,,19.51496136303636,79.13860906839761
52.7,61.7,3.1,17.3,53.0,14.2,2.29,5.1,731,23,0,1,,16.622266399448026,77.15913652554578
55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,43,4,7,,19.540960954907547,80.6797456276824
25.4,43.2,48.2,55.1,21.1,1.1,0.95,11.0,537,27,4,5,,24.968499230952837,74.52106516676989
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,32,3,5,,20.97495635691515,78.54802918315535
28.2,66.9,0.3,13.2,26.0,9.6,1.51,5.0,379,32,4,3,,23.525557744006854,75.45162515228759
27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,28,2,5,,22.15618383092437,76.6067520455619
22.6,72.2,20.1,23.5,17.9,2.0,1.13,11.9,581,38,0,3,,22.243704897969756,77.81927552236898
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,37,0,10,,16.87576589437405,82.0076491803895
44.6,78.5,37.5,42.2,39.1,30.8,2.95,5.0,743,12,3,5,,25.333799504683924,81.8165946675411
29.1,44.2,3.0,12.2,14.6,4.4,0.9,10.6,305,43,4,3,,19.022176839838366,81.42944242810651
30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,13,2,5,,22.42942822797439,77.14028899226044
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,40,0,5,,16.867563862590668,81.98163228459873
29.2,63.7,0.2,11.0,24.3,18.3,1.3,11.8,574,41,0,5,,19.431066946224107,79.45376781796246
36.1,82.6,28.1,28.1,31.7,12.7,1.52,9.0,601,19,1,8,,19.92962862437917,75.17359212307092
23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331,25,1,4,,20.919717144244842,82.95409413707048
37.2,102.1,20.6,36.4,37.9,24.6,3.07,4.1,508,18,2,3,,22.77080615594567,82.35067306315192
25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,27,0,0,,21.290518114519873,83.8686655597878
41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,26,0,5,,17.317344688882137,82.12556448963893
45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,37,1,10,,16.560587697682088,81.07336431941273
30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,43,2,5,,16.187186516926538,82.8158365938335
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,43,1,3,,16.591263614811574,83.49196873151357
21.6,45.0,15.0,17.5,15.1,0.4,1.1,10.3,487,24,4,2,,24.172618507969254,77.93079600482525
21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,27,2,0,,19.798537481307477,74.85399847975377
30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380,13,3,10,,18.380916396272266,78.41259259494649
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,21,2,7,,16.99191535919584,77.7719430564945
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329,39,3,9,,25.03206498416747,76.19088297509455
34.2,81.3,54.5,65.0,28.2,11.6,2.19,6.4,709,46,0,7,,16.68401435215906,79.18526709976209
34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,17,4,2,,22.762224384268553,80.70054534459032
25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239,24,2,4,,16.741443334914177,82.40102001366998
33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584,29,2,3,,25.106178357789847,74.04591001506495
19.6,65.5,33.8,39.8,30.4,11.9,1.47,6.1,629,32,1,4,,23.521495899135868,82.95826264795248
27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562,21,2,4,,18.241131904750294,74.99955729735079
24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384,34,1,10,,24.766041388053882,77.17914133985491
22.9,89.4,13.5,34.2,30.5,34.0,3.09,2.6,833,25,1,14,,21.430848762336566,82.2954366041875
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,29,0,2,,16.80896801658652,79.19013605204236
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,35,3,5,,24.79029847413672,79.25509132875683
26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,30,5,6,,19.703227756850918,75.15684691563689
36.4,115.7,112.5,121.6,33.0,17.2,2.83,3.5,560,25,2,2,,18.480886468964528,78.20247557051873
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,28,1,6,,17.00275674614676,81.872587456504
31.0,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,29,0,7,,23.727998387183042,83.62208234491125
36.3,58.4,4.7,13.2,24.0,8.8,1.46,6.7,629,26,1,5,,20.546871595850522,74.31295964230918
28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,27,2,8,,23.204991399031076,76.02797465597588
44.9,66.4,75.4,94.8,50.5,33.4,1.95,4.2,659,45,0,6,,22.703329447134173,74.07896459735788
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,35,2,0,,23.757475610570424,78.54342704515638
25.0,45.1,12.9,17.6,18.6,6.0,0.95,11.4,605,27,1,2,,21.97946024719908,82.68543349158924
38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,36,1,11,,20.488589527361942,75.67403691070011
44.1,101.9,2.1,40.8,31.4,29.7,2.66,6.3,761,26,5,8,,16.89908040610181,80.34452480174599
28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470,41,0,0,,22.717658168673402,79.17390723839998
34.0,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,33,2,0,,20.43270449922487,83.72355526835794
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,28,0,8,,20.77342046124544,78.3119564923896
44.1,72.8,45.0,59.2,33.9,13.0,2.21,6.9,707,34,0,3,,19.89318548858421,83.51213237125081
19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330,14,0,0,,20.493369359402905,80.90149581267818
25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397,18,3,10,,21.484241069369723,75.06598050722734
35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626,18,4,8,,18.454874930482884,81.20029420642699
32.4,73.0,2.9,13.8,23.4,7.2,1.76,6.9,315,31,4,2,,16.06041949254544,77.49451937456604
52.8,83.3,42.7,72.1,42.5,33.9,2.46,2.5,561,47,1,10,,22.729475927896587,76.74694468868756
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,52,2,2,,20.808030070420624,78.50247109109377
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,36,2,3,,16.93922435513754,83.3801959301047
28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,35,1,4,,22.793787722927323,83.84093708332689
26.8,70.4,4.3,9.3,20.0,5.4,1.16,10.5,591,11,3,0,,17.82513273873138,83.64070807055076
21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,24,3,7,,21.553858556817097,81.39629454567931
35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478,22,2,8,,23.685910099467236,82.20871498225912
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,23,1,4,,18.124949315242688,74.91196136878513
30.4,93.5,8.5,29.2,36.6,16.3,1.64,6.0,766,28,3,8,,19.406572372147235,74.75119861444512
36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,25,0,0,,24.71879167590506,76.64735626729492
21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326,10,3,8,,15.66865262978742,74.1968628557308
35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605,37,2,7,,24.52412046641681,82.76325737221059
30.6,58.5,17.0,31.9,27.1,9.3,1.54,5.4,405,19,1,3,,24.883269828863313,82.49683517246454
24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458,32,3,7,,24.772754191610126,76.43006566305392
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,50,3,2,,16.399494288357356,78.91174384356074
32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605,20,2,10,,24.286904559330942,77.05764122291082
30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,4,3,8,,15.862273381887936,81.92740061892036
31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,27,2,7,,23.556314018553472,74.49670240054392
25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535,41,1,4,,17.332751984219016,82.51952208363899
35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,49,3,9,,23.103354447735878,74.67091171218986
25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421,17,1,10,,24.722697019282933,74.50273845570085
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,34,2,12,,23.383836079989045,82.91717879422991
28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,25,2,3,,23.266556776000023,78.71782697528194
29.7,64.0,2.5,4.3,16.8,6.5,0.98,10.3,445,28,4,9,,19.153429366489206,76.74710825633397
27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,56,1,11,,21.741226026058072,79.05127274148077
27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365,14,1,5,,18.98542217680606,73.9455470055953
41.7,84.9,89.8,106.8,27.3,29.6,2.39,9.3,923,32,2,11,,22.7301768395995,83.28492943930385
28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,34,3,6,,15.852319546953911,82.02422832459784
28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419,40,1,1,,16.857706575260117,78.92866481723922
28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569,30,1,3,,15.96466057239628,83.77368720797251
27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323,33,2,0,,20.79573980531957,76.82954815757829
31.5,62.0,75.4,82.5,22.7,19.2,1.55,5.9,642,26,1,5,,16.787345619931905,75.76250207744326
25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,32,2,5,,18.51206080077186,78.25713216145735
33.2,109.9,2.8,14.8,26.7,15.2,1.88,9.0,511,26,2,6,,17.39096861803878,81.09750178716355
